fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"2624","-586984,23+224803,56",SUP,F,"75","23",VIN,ES60CR20FT10TA10
"2625","-586985,72+250904,63",SUP,F,"55","18",JIN,ES40FT20PE20EO10RX10
"2626","-586986,00+253848,55",INF,F,"35","11","10",PE50EO30FH20
"2627","-586986,00+253848,55",SUP,F,"55","24","90",PE90PB10
"2628","-586986,46+224207,57",INF,F,"65","8","10",ES60FT20CR10FI10
"2629","-586986,46+224207,57",SUP,F,"45","22",VIN,ES50CR30FT10PE10
"2630","-586988,92+242618,67",SUP,MM,"55","15",VIN,TO50FO40PE10
"2631","-586989,41+240697,83",SUP,F,"95","22","50",PE80EO10SB10
"2632","-586989,62+243950,76",SUP,MR,"95","8","30",RZ60PE30ER10
"2633","-586990,37+227911,43",SUP,F,"45","23",VIN,ES50CR20FT20TA10
"2634","-586992,52+232428,68",SUP,MR,"65","14",JIN,PI50EB10SB10PE20BP10
"2635","-586993,12+230835,22",SUP,MM,"45","19",JIN,PB20SE20EN10FO30EO10FI10
"2636","-586993,31+224031,85",SUP,F,"95","8","10",ES40CR30EO10FI10FT10
"2637","-586995,93+223845,82",SUP,F,"45","21",VIN,CR60ES30FT10
"2638","-586996,62+239729,66",SUP,F,"85","19",JIN,ES30CR20FT20EO10FI10RX10
"2639","-586996,74+242080,03",SUP,MF,"85","16","50",PE50EO10FH10SB20PR10
"2640","-586997,94+229412,02",SUP,MF,"85","21",JIN,ES20FT20EO10TA10PU20SE10TO10
"2641","-586999,10+224604,89",SUP,F,"85","23",VIN,ES70FT10PE10TA10
"2642","-586999,14+222794,62",SUP,F,"95","27","70",PE80ER10PB10
"2643","-587001,19+212724,81",SUP,MM,"55","12","30",EB40RX10EO50
"2644","-587001,44+204404,32",SUP,F,"85","16",JIN,CR50ER20FT10HG10PB10
"2645","-587003,02+235914,01",SUP,F,"25","21",VIN,ES50CR20EO10FT10TA10
"2646","-587004,54+245709,44",SUP,MR,"75","6","30",RZ70FX30
"2647","-587005,88+197629,31",SUP,MF,"65","19",JIN,EO30EA20FT10PB40
"2648","-587006,03+248225,21",SUP,MF,"95","13","30",PE60FT10RZ30
"2649","-587008,32+205791,71",SUP,F,"85","21",JIN,ES60CR10EO10FI10FT10
"2650","-587009,13+248938,19",SUP,R,"65","16","50",RZ90PE10
"2651","-587014,76+225089,65",SUP,F,"75","19",JIN,ES30EO20TA20CR10FT10PE10
"2652","-587015,44+226659,42",SUP,MF,"25","20",JIN,ES20FT20EO10FI10TO30SE10
"2653","-587016,59+240230,35",SUP,F,"75","23",VIN,PE40ES30EO10FT10SB10
"2654","-587017,31+197845,73",SUP,R,"35","21",JIN,PB90EO10
"2655","-587022,27+227474,55",SUP,F,"35","23",VIN,ES70CR10FT10TA10
"2656","-587022,74+239233,56",SUP,F,"65","21",VIN,ES40FT20EO10FI10SE20
"2657","-587023,89+204807,96",SUP,F,"65","17",JIN,PE30CR20ER20FT10PB10SE10
"2658","-587025,72+252936,40",SUP,R,"75","12","90",EN70TO20ML10
"2659","-587026,93+238110,78",SUP,MF,"25","18",JIN,FI20FO20EO10FT10EB20SB10TO10
"2660","-587029,28+231590,08",SUP,MF,"95","18",JIN,PE30ER20BP10FT10PB10PU10SE10
"2661","-587030,20+245033,06",SUP,MR,"75","23","90",PB50PR20PE20EO10
"2662","-587031,67+226262,18",SUP,F,"85","11","30",PE30ES20FT20BP10FX10RX10
"2663","-587034,28+234697,16",SUP,F,"95","18",JIN,PE40ER30BJ10FT10TA10
"2664","-587034,90+219838,41",SUP,MF,"25","20",VIN,ER30FI20FT10PB40
"2665","-587036,23+223672,14",INF,F,"65","7","10",CR40ER40FI10FT10
"2666","-587036,23+223672,14",SUP,MF,"25","20",VIN,CR50ER20PU30
"2667","-587036,45+246519,05",SUP,R,"65","15","50",RZ100
"2668","-587037,50+217844,47",SUP,F,"85","18",JIN,CR30ES20EO10FT10PE10RX10SE10
"2669","-587038,09+215118,72",SUP,R,"75","17",VIN,TO70SB20FO10
"2670","-587038,29+250332,58",SUP,F,"45","20","70",PE50EO20FT20RX10
"2671","-587039,03+214755,99",SUP,F,"85","21",JIN,ES70EO20FT10
"2672","-587039,22+232221,34",SUP,R,"45","13","30",RZ80SE20
"2673","-587040,45+241705,36",SUP,F,"95","18","70",FO70PE10SB10TO10
"2674","-587040,67+244392,74",SUP,MF,"85","9","30",PE50ER10SB40
"2675","-587043,79+225986,43",SUP,F,"95","23",VIN,ES30EO20CR10FI10FR10FT10RX10
"2676","-587045,01+208923,68",SUP,F,"75","17",JIN,ES40CR30EO10FT10TA10
"2677","-587045,16+246009,19",SUP,MR,"55","21",VIN,EB40SB20ML10FO20PE10
"2678","-587051,79+227124,19",SUP,F,"45","23",VIN,ES60TA20CR10FT10
"2679","-587051,86+231228,72",SUP,F,"95","18",JIN,ES40CR20EO10FI10FT10TA10
"2680","-587055,69+248664,72",SUP,R,"65","16","50",RZ90PE10
"2681","-587057,07+234599,38",SUP,F,"85","5","10",FX100
"2682","-587058,07+236587,70",SUP,F,"95","20",JIN,PE30CR20ES20BP10EO10FT10
"2683","-587063,15+220393,78",SUP,F,"95","15","30",ES40HG30CR20PE10
"2684","-587067,95+233959,82",SUP,F,"45","20",VIN,EO40ES20FI20FT20
"2685","-587068,66+233493,18",SUP,F,"85","7","10",PE50BP20ER20FT10
"2686","-587070,01+221511,26",SUP,MR,"85","20",VIN,PU60ER20CR10FT10
"2687","-587071,75+250167,15",SUP,F,"85","26","90",PE40ER20FT20PB10PI10
"2688","-587072,89+211273,22",SUP,R,"65","16",VIN,TO70SB20FH10
"2689","-587074,15+228502,30",SUP,F,"95","23",VIN,ES60CR20FT10TA10
"2690","-587074,31+215444,51",SUP,MF,"95","20",JIN,ER30PE20BP10SB20EB10TO10
"2691","-587076,23+216577,53",SUP,F,"85","20",VIN,PE40ER30FT10SE20
"2692","-587079,01+206845,66",SUP,F,"85","21",VIN,ES50CR20EO20FT10
"2693","-587080,81+229483,61",SUP,F,"65","22",JIN,PE30ES20BP10CR10FT10TA10RX10
"2694","-587081,41+214979,19",SUP,MF,"75","20",VIN,PE40ER20TO20PB10SE10
"2695","-587081,44+225847,83",SUP,MR,"75","20",VIN,TO40EB10SB10BJ10ER10FH10FT10
"2696","-587086,45+245293,30",SUP,R,"95","8","30",RZ80PE20
"2697","-587088,71+246229,01",SUP,R,"65","15","50",RZ100
"2698","-587089,34+210468,31",SUP,F,"85","21",VIN,ES70EO10FT10PE10
"2699","-587090,46+241265,37",SUP,R,"75","14",VIN,TO50SB30FO20
"2700","-587090,94+247514,94",SUP,MM,"95","9","10",RZ50PE40EO10
"2701","-587092,94+234088,45",SUP,F,"55","4","10",FX100
"2702","-587095,40+243490,12",SUP,R,"95","8",VIN,TO60EN30ML10
"2703","-587095,73+246789,47",SUP,R,"55","15","50",RZ80PE20
"2704","-587098,52+230478,90",SUP,R,"95","19","30",RZ100
"2705","-587100,41+244192,96",SUP,MF,"55","15",JIN,ER40PE30SB20PB10
"2706","-587100,55+251192,53",SUP,R,"55","16","50",PG90PE10
"2707","-587101,51+206041,54",SUP,MF,"65","17",JIN,ER30PE20CR10FT10PB30
"2708","-587102,12+234876,16",SUP,F,"95","17",JIN,PE30ES20CR10EO10FT10HG10TA10
"2709","-587102,41+247970,36",SUP,F,"95","22","70",PE70FT20RX10
"2710","-587103,69+215840,06",SUP,R,"35","16","30",EB60SB20FI20
"2711","-587104,35+209862,90",SUP,F,"65","14",JIN,CR60EO30FT10
"2712","-587104,44+220972,58",SUP,F,"55","16",VIN,ES50CR20EO10PE10PB10
"2713","-587108,30+240866,24",SUP,F,"75","21",JIN,EO40PE20ES10FN10SB20
"2714","-587108,35+210677,63",SUP,F,"95","19",JIN,ES50EO20FT10TA10PU10
"2715","-587113,54+232929,17",SUP,MR,"65","18",JIN,SB40EB20PB10PE20FX10
"2716","-587114,08+249156,67",SUP,R,"65","17","50",RZ100
"2717","-587114,31+236773,77",SUP,MR,"95","22",VIN,PU50PB10CR20ER10FT10
"2718","-587116,50+223023,92",SUP,F,"65","20",VIN,ES70CR10FT10TA10
"2719","-587117,94+250589,44",SUP,MF,"65","13","50",PE40EO20PI30RX10
"2720","-587118,88+209408,45",SUP,MF,"85","19",JIN,ER20FI20FT10TA10PB30SE10
"2721","-587120,58+230611,02",SUP,MR,"65","23",JIN,PB20SB20EB10TO10BP20PE20
"2722","-587122,86+235541,75",SUP,F,"75","18",VIN,CR60ER20FT10HG10
"2723","-587123,26+204340,88",SUP,F,"85","20",VIN,CR70ER20FT10
"2724","-587126,05+252212,26",SUP,MM,"75","16",JIN,ML20SE20PB10FH20PE20FT10
"2725","-587126,45+252556,26",SUP,MF,"75","21","90",PE60EO10SE20RX10
"2726","-587127,09+229209,75",SUP,F,"95","23",VIN,ES50BJ10CR10FI10FT10TA10
"2727","-587129,48+248600,18",SUP,F,"85","23","120",PE60FT20EO10RX10
"2728","-587130,41+243061,38",SUP,MF,"65","8","30",PE70SB20RX10
"2729","-587131,55+251912,84",SUP,F,"55","5","10",FX80FN20
"2730","-587131,56+214177,95",SUP,F,"65","15",JIN,EO50FI20FT20FH10
"2731","-587132,54+201198,98",SUP,F,"25","20",JIN,FH70EA10FI10TO10
"2732","-587133,17+245465,10",SUP,MF,"95","10",JIN,PE50EO20RZ30
"2733","-587133,68+203900,93",SUP,F,"75","17",VIN,CR70ER20HG10
"2734","-587135,13+229678,57",SUP,F,"95","23",VIN,ES50CR20FT20TA10
"2735","-587136,08+242718,20",SUP,R,"95","20","50",RZ90PE10
"2736","-587137,26+205285,07",SUP,MF,"75","17",JIN,ER20PE20CR10FT10PB20SE20
"2737","-587140,11+225299,74",SUP,F,"75","24",VIN,ES40CR20EO10FI10TA10RX10
"2738","-587140,67+236031,58",SUP,F,"95","20",JIN,ES30PE30BJ10CR10FT10TA10
"2739","-587141,30+228245,87",SUP,MF,"75","22",VIN,ES30FI10FT10TA10TO20PU10SE10
"2740","-587141,49+240332,30",SUP,F,"95","14","50",FO60PE20TO20
"2741","-587141,99+231804,83",SUP,MM,"75","20",JIN,SB20EB10PB10PU10PE30BP10EO10
"2742","-587144,25+222057,16",SUP,F,"95","22",JIN,ES60CR20FI10FT10
"2743","-587145,83+227955,78",SUP,F,"95","23",VIN,ES40CR30FT20HG10
"2744","-587146,39+232653,62",SUP,MR,"65","23",JIN,PB40SB20EB10BP10EO10PE10
"2745","-587147,63+211839,51",SUP,R,"75","17",VIN,TO50SB30FO20
"2746","-587147,79+233624,03",SUP,MF,"55","19",JIN,EO30BP10ES10FT10PE10SE20PB10
"2747","-587147,89+208642,58",SUP,F,"55","18",JIN,CR60HG20ER10FT10
"2748","-587150,07+239935,44",SUP,MR,"55","18",VIN,TO60FO20BJ10FH10
"2749","-587150,81+226553,78",SUP,F,"65","13",JIN,ES30PE20BP10CR10FT10SB20
"2750","-587150,91+207026,47",SUP,MM,"75","19",JIN,PB50ER30FT10PE10
"2751","-587151,12+223470,07",INF,F,"75","9","10",ER40PE30CR20FT10
"2752","-587151,12+223470,07",SUP,F,"25","22",VIN,ES80CR10FT10
"2753","-587151,60+253377,40",SUP,R,"65","4","10",RZ80FX20
"2754","-587152,74+209122,22",SUP,F,"85","21",JIN,EO30FT20BJ10FI10FR10TA10RX10
"2755","-587153,22+207484,00",SUP,F,"75","22",VIN,ES50CR20EO10FT10TA10
"2756","-587153,90+204205,30",SUP,F,"75","19",VIN,CR60EO20FT10PB10
"2757","-587155,32+242615,01",SUP,MF,"65","16","30",PE50EO10SB30TO10
"2758","-587155,61+238017,64",SUP,F,"75","23",VIN,ES40CR20FI10FT10TA10SE10
"2759","-587156,47+246470,48",SUP,R,"75","14","50",RZ100
"2760","-587158,53+206601,48",SUP,F,"75","22",VIN,ES60CR30FT10
"2761","-587161,93+240464,45",SUP,F,"75","21",VIN,PE40ES30EO10FT10SB10
"2762","-587162,26+221836,04",SUP,F,"95","23",VIN,CR60ES20FT10HG10
"2763","-587162,31+241590,10",SUP,MF,"55","16",VIN,FO60PE10TO30
"2764","-587162,52+241804,70",SUP,MF,"85","22","70",PE30EO20FO10EB20SB20
"2765","-587163,25+201909,65",SUP,F,"85","23",VIN,EO40PE30FT20ES10
"2766","-587163,42+208382,69",SUP,F,"75","23",VIN,ES40CR20EO10FT10PU20
"2767","-587163,90+252369,46",SUP,R,"25","21","90",PB80SE10EO10
"2768","-587166,07+251809,25",SUP,MR,"65","8","10",PG70PE20EO10
"2769","-587166,39+218225,25",SUP,F,"85","16",JIN,CR30ER20PE20FT10PB20
"2770","-587167,46+212277,47",SUP,F,"45","14",JIN,PE40EO30FT10SE20
"2771","-587173,19+242158,55",SUP,F,"95","18",JIN,ES30EO20FT20PE10SB10TO10
"2772","-587180,01+243898,62",SUP,F,"85","20",JIN,PE30CR20ES20EO10FT10SB10
"2773","-587180,72+241358,40",SUP,MF,,"2","10",FXRX
"2774","-587182,28+213706,20",SUP,F,"45","12","30",FH30ER20FI20FN20FT10
"2775","-587184,41+220610,45",SUP,F,"85","17",JIN,ES50CR20HG10PE10TA10
"2776","-587185,13+242891,13",SUP,MR,"65","19",JIN,SB30TO20EB10PE30ER10
"2777","-587185,69+202178,32",SUP,F,"85","19",JIN,PE40EO30FT20RX10
"2778","-587187,86+223953,42",SUP,MF,"85","11","30",ER40FI20PB40
"2779","-587190,31+210961,38",SUP,MM,"75","17",JIN,EB30SB20PE30BP10FX10
"2780","-587190,83+235780,35",SUP,F,"85","19",VIN,ES50CR30FT10TA10
"2781","-587192,78+198093,17",SUP,R,"25","21","70",PI90EO10
"2782","-587195,20+239007,66",SUP,MM,"65","19",JIN,SB30EB10PB10PE20BJ10BP10ER10
"2783","-587195,71+248873,82",SUP,R,"55","15","50",RZ100
"2784","-587196,24+240102,48",SUP,MF,"65","19",VIN,EO30PE30TO40
"2785","-587203,43+205597,08",SUP,F,"75","20",JIN,EO30ES30CR20FT10RX10
"2786","-587205,50+246451,46",SUP,R,"65","16","50",RZ100
"2787","-587206,72+228727,69",SUP,F,"95","24",VIN,ES50CR30FT10TA10
"2788","-587207,43+219837,02",SUP,F,"55","6","10",FX80RX20
"2789","-587207,57+239394,73",SUP,F,"75","21",JIN,ER30BP20FT20PE20SE10
"2790","-587207,88+231150,93",SUP,F,"85","23",VIN,CR50ES30FT10HG10
"2791","-587208,74+232187,99",SUP,MM,"85","15","30",RZ30PI10SE10PE30BP10EO10
"2792","-587209,35+224309,99",INF,MF,"65","8","10",ER30FI20FT10PB40
"2793","-587209,35+224309,99",SUP,F,"25","19",JIN,ES70BP20EO10
"2794","-587214,05+218739,42",SUP,MM,"85","19",VIN,PB20PU20SE10ER20CR10FT10PE10
"2795","-587216,88+201991,52",SUP,F,"85","24",VIN,ES60PE20FH10FT10
"2796","-587218,04+206225,57",SUP,F,"85","17",JIN,ES40CR20EO10FT10PE10RX10
"2797","-587220,38+245722,24",SUP,R,"95","8","30",RZ80PE20
"2798","-587222,01+214620,98",SUP,F,"85","18",JIN,ES50EO20FT20TA10
"2799","-587223,34+245361,58",SUP,R,"85","22","50",RZ90FX10
"2800","-587224,56+239799,14",SUP,F,"65","21",JIN,ER30FT20BJ10BP10CR10PE10RX10
"2801","-587225,00+208165,34",SUP,MF,"65","16",JIN,ER40PE20CR10PB20PU10
"2802","-587226,69+239660,38",SUP,F,"75","22",VIN,ES40FT20CR10EO10TA10SB10
"2803","-587229,25+222559,38",SUP,F,"85","22",VIN,PE40ER20BP10CR10FT10PB10
"2804","-587229,91+214964,22",SUP,F,"95","20",JIN,ES70CR20FT10
"2805","-587230,13+250109,53",SUP,MF,"65","27","90",PE60EO10PI20RX10
"2806","-587231,54+247430,40",SUP,R,"65","16","50",RZ100
"2807","-587233,36+207629,33",SUP,F,"75","20",VIN,CR70ER20FT10
"2808","-587233,45+218514,86",SUP,F,"95","10","10",PE70ER20FT10
"2809","-587233,96+224903,12",SUP,F,"85","24",VIN,ES50PE20EO10FT10TA10
"2810","-587235,14+218018,40",SUP,F,"85","22",VIN,CR40ES20FT10HG10PB10SE10
"2811","-587236,88+249874,56",SUP,F,"65","28","90",PE60EO20FH10RX10
"2812","-587238,14+253186,10",SUP,R,"65","15","90",EN60TO20ML10PE10
"2813","-587239,96+215665,00",SUP,MF,"75","17",JIN,ER30PE20BP10SB20EB10TO10
"2814","-587243,15+250359,45",SUP,F,"85","8","10",PE70EO20FN10
"2815","-587247,79+251681,19",SUP,R,"75","16","50",PG100
"2816","-587248,10+220790,63",SUP,F,"95","15",JIN,CR30ER30HG20BP10FT10
"2817","-587248,76+250662,55",SUP,F,"85","13","10",PE70EO20RX10
"2818","-587250,76+232453,92",SUP,R,"95","26","50",RZ100
"2819","-587251,60+230331,93",SUP,MF,"85","17","30",PE30ER20BP10FT10SB20EB10
"2820","-587252,16+214399,97",SUP,MM,"75","18",JIN,PB50ER20PE20FT10
"2821","-587252,42+240675,99",SUP,R,"55","16",JIN,SB50EB30PE20
"2822","-587252,74+228528,87",SUP,F,"75","24",VIN,ES50TA20BJ10FO10FT10
"2823","-587253,82+203141,74",SUP,F,"65","19",JIN,ER30FI20FT20FH10FR10RX10
"2824","-587255,03+235097,74",SUP,F,"95","15",JIN,ES40CR20FT20EO10FI10
"2825","-587255,15+245186,77",INF,F,"85","8",JIN,ER40PE40FT20
"2826","-587255,15+245186,77",SUP,MR,"25","25",VIN,PB40PR30ER20PE10
"2827","-587256,67+244217,56",SUP,F,"95","9","30",PE60ER30BP10
"2828","-587258,31+218145,86",SUP,F,"95","9","10",PE60ER20FT20
"2829","-587259,97+251321,88",SUP,MR,"25","17","70",PG60PB10PE20EO10
"2830","-587261,14+227633,68",SUP,F,"85","22",VIN,ES60TA20CR10FT10
"2831","-587262,22+226824,27",SUP,F,"95","13","30",ER30PE30CR20BP10FT10
"2832","-587266,08+220909,43",SUP,F,"95","15",JIN,CR30ER30HG20BP10FT10
"2833","-587266,19+204593,70",SUP,F,"75","16",JIN,CR60ER30HG10
"2834","-587266,45+217597,06",SUP,F,"75","20",JIN,PE40ER30FT10SE20
"2835","-587267,04+234723,77",SUP,F,"95","20",JIN,ES30PE30CR10EO10FT10TA10
"2836","-587268,84+248441,72",SUP,R,"55","15","50",RZ90PE10
"2837","-587271,67+235296,97",SUP,F,"85","22",JIN,ES40FT20CR10EO10TA10PB10
"2838","-587272,33+226289,92",SUP,MM,"55","18",JIN,SB20EB10PU10TO10ER30FI10FT10
"2839","-587272,54+232923,12",SUP,F,"85","24","70",PE70BP10EO10SB10
"2840","-587272,77+244461,34",SUP,MF,"65","14",JIN,EO40PE20BP10SB20EB10
"2841","-587273,59+253601,05",SUP,F,"95","11","10",PE90PG10
"2842","-587275,00+237015,07",SUP,MF,"75","21",JIN,ER30BJ10FI10FT10TA10EB20SB10
"2843","-587280,69+252782,42",SUP,R,"65","16","70",SB60EN20RX10PE10
"2844","-587282,98+222346,31",SUP,MF,"75","22",VIN,ER20PE20BP10FT10PB20SE20
"2845","-587283,57+242424,55",SUP,MF,"85","22","70",PE50EO20SB20EB10
"2846","-587283,61+210383,96",SUP,F,"75","23",VIN,ES40CR20EO20FT10TA10
"2847","-587284,30+248911,03",SUP,R,"55","15","50",RZ100
"2848","-587284,72+225192,41",SUP,F,"85","22",JIN,ES40CR30FT10HG10TA10
"2849","-587286,08+246090,95",SUP,R,"95","11","30",RZ80FX10PE10
"2850","-587286,41+238793,51",SUP,R,"45","17","50",SB50EB20TO10FI10FX10
"2851","-587290,85+207464,63",SUP,F,"65","16",JIN,CR40ER30FT20PI10
"2852","-587294,79+236538,47",SUP,F,"95","18","50",ES30FT20BP10CR10EO10PE10TA10
"2853","-587298,01+224086,24",SUP,MF,"95","13","30",CR20ER20FT20FI10PB20SE10
"2854","-587298,38+239362,99",SUP,MF,"65","19","50",PE30FO20BP10EO10SB30
"2855","-587299,39+229769,00",SUP,MF,"85","24",JIN,PE30ER20BP10FT10PU30
"2856","-587299,81+245046,10",SUP,R,"95","18","50",RZ90RX10
"2857","-587300,71+253997,54",SUP,R,"45","16","50",EN50ML20PB10EO10PE10
"2858","-587301,67+251059,15",SUP,MR,,"2","10",RXFX
"2859","-587302,30+215470,41",SUP,R,"75","17",VIN,TO60EB20FH10FI10
"2860","-587302,75+246775,34",SUP,R,"55","15","50",RZ100
"2861","-587304,44+206502,03",SUP,F,"75","22",VIN,ES50CR30EO10FT10
"2862","-587305,11+210189,20",SUP,F,"75","22",VIN,ES40CR30EO10FT10TA10
"2863","-587305,37+252613,19",SUP,MM,"85","19","70",SB30PI20PE50
"2864","-587305,88+240136,55",SUP,F,"75","25",VIN,PE50ER30SB20
"2865","-587305,98+243050,83",SUP,F,"85","22",VIN,PE30EO20BJ10BP10CR10RX10SB10
"2866","-587308,27+203600,72",SUP,F,"65","14",JIN,CR70EO20FT10
"2867","-587308,76+223067,26",SUP,F,"45","22",VIN,ES80CR10FT10
"2868","-587309,73+225699,45",SUP,F,"95","23",VIN,ES40CR20FR10FT10TA10RX10
"2869","-587310,33+247939,29",SUP,F,"45","16",JIN,PE70EO10PG20
"2870","-587313,18+221138,25",SUP,F,"95","16",JIN,CR30ES30PE20FT10HG10
"2871","-587313,96+243587,20",SUP,R,"95","13",VIN,TO60SB20EN10RX10
"2872","-587314,59+250908,23",SUP,R,"75","13","50",PG80PE20
"2873","-587315,48+223401,52",SUP,F,"85","10","10",ER40CR10FI10FT10TA10PI20
"2874","-587316,18+236784,13",SUP,F,"85","20",VIN,CR40ES20EO10FT10PU20
"2875","-587327,94+206932,51",SUP,F,"85","19",JIN,ES30PE30CR10EO10FT10PB10
"2876","-587327,97+204862,70",SUP,MF,"75","17",JIN,ER30CR20FT10PE10PI20RX10
"2877","-587329,26+241447,60",SUP,R,"65","19",VIN,TO90SB10
"2878","-587329,60+232727,13",SUP,MR,"85","20","50",PB30PR20SE20FI20EO10
"2879","-587329,82+241046,09",SUP,MF,"55","18",JIN,EO40PE20SB30TO10
"2880","-587329,87+205192,64",SUP,F,"75","18",JIN,ES40CR20EO20FT10PE10
"2881","-587330,04+252896,15",SUP,R,"55","10","90",EN100
"2882","-587330,12+234446,63",INF,F,"65","13","10",PE40ER30FT20BP10
"2883","-587330,12+234446,63",SUP,F,"25","23",VIN,ES60CR20EO10TA10
"2884","-587334,38+244062,90",SUP,F,"95","10",JIN,PE60ER30BP10
"2885","-587335,06+236005,24",SUP,F,"95","20",JIN,PE40ER20FT20CR10TA10
"2886","-587335,53+230864,68",SUP,F,"85","23",VIN,ES50TA20CR10FI10FT10
"2887","-587336,27+221958,26",SUP,F,"95","22",JIN,ES40CR30FT10HG10PU10
"2888","-587337,52+228157,45",SUP,F,"95","23",VIN,ES70CR10FT10TA10
"2889","-587339,02+205827,48",SUP,F,"85","18",JIN,ES40CR20EO10FT10PE10RX10
"2890","-587341,27+219815,16",SUP,MF,"45","16",JIN,EO30PE20FT10PB20SE20
"2891","-587342,66+249674,24",INF,F,"45","7","10",PE80EO20
"2892","-587342,66+249674,24",SUP,F,"35","19",JIN,ES50CR20FT20PB10
"2893","-587343,84+231658,84",SUP,F,"95","17","30",PE30BP20ER20FT10TA10RX10
"2894","-587344,61+208289,33",SUP,F,"75","17",JIN,CR50EO20FT10HG10RX10
"2895","-587346,58+231493,50",SUP,F,"95","17",JIN,ES30FI20FT20CR10EO10HG10
"2896","-587347,93+234884,78",SUP,F,"75","21",JIN,ES30FI20BJ10CR10EO10FT10TA10
"2897","-587349,68+240399,27",SUP,F,"85","23",VIN,ES40FT20PE20SB20
"2898","-587350,37+221346,60",SUP,F,"95","22",VIN,ES60CR10FT10PE10TA10
"2899","-587353,33+220160,44",SUP,F,"85","20",JIN,CR30ES30HG10PE10PB20
"2900","-587355,00+251155,71",SUP,R,"85","14","50",PG70TO30
"2901","-587356,51+244838,01",INF,F,"65","7","10",PE70BP20FN10
"2902","-587356,51+244838,01",SUP,F,"45","20",JIN,EO60ES20FT10PE10
"2903","-587356,74+246224,74",SUP,R,"65","16","50",RZ100
"2904","-587358,21+250597,33",SUP,F,"45","12",JIN,PE50EO40FT10
"2905","-587359,89+208718,20",SUP,F,"65","18",JIN,CR60ER20FT10HG10
"2906","-587362,29+229699,74",SUP,F,"95","17","30",PE50ER20BP10FT10FX10
"2907","-587362,53+212869,71",SUP,F,"65","5","10",FN60FX30RX10
"2908","-587364,07+211336,00",SUP,F,"75","22",VIN,ER40CR20FI10FT10RX10SE10
"2909","-587367,33+226717,18",SUP,F,"85","11","30",ES40CR30FT20FX10
"2910","-587369,91+235492,67",SUP,F,"65","17",VIN,CR60ER20FT10PB10
"2911","-587370,92+219307,20",SUP,MF,,"3","10",FNFXRX
"2912","-587371,19+245376,66",SUP,MF,"95","9","30",PE40ER20RZ40
"2913","-587372,46+203525,98",SUP,F,"85","24",VIN,EO40CR20ES20FT20
"2914","-587375,38+214576,38",SUP,MF,"75","19",JIN,ER30FI10FR10FT10EB30SB10
"2915","-587376,05+226210,34",SUP,F,"85","11","30",ER30BP20FT20PE20SB10
"2916","-587378,11+223750,42",SUP,F,"55","20",VIN,CR40ES40FT10PU10
"2917","-587382,05+221676,04",SUP,MM,"85","21",VIN,PU50ER20FH10FT10TA10
"2918","-587382,14+234037,61",SUP,F,"85","12","30",PE50ER20FT20BP10
"2919","-587382,69+248751,55",SUP,R,"55","15","50",RZ100
"2920","-587387,97+220680,24",SUP,F,"95","17",JIN,ES40CR20EO10FT10PE10PU10
"2921","-587393,16+209810,18",SUP,F,"85","23",VIN,ES30EO20FT20FO10PE10PB10
"2922","-587395,19+220400,61",SUP,F,"95","17",JIN,CR30ER30PE20FT10HG10
"2923","-587396,08+232204,00",SUP,R,"65","16","50",RZ30SE20EU10ML10PI10TO10FI10
"2924","-587396,11+235749,42",SUP,F,"85","19",JIN,CR30ES30EO10FT10HG10TA10
"2925","-587398,37+211959,89",SUP,MR,"75","20",JIN,EB30SB30EO20PE20
"2926","-587402,42+246898,23",SUP,R,"55","15","50",RZ80PE20
"2927","-587402,45+238059,06",SUP,MM,"55","16","50",EB20TO20SB10PE30BP10ER10
"2928","-587404,51+206813,00",SUP,F,"85","16",JIN,ES40EO30CR10FT10PB10
"2929","-587408,42+240701,44",SUP,MR,"75","16",JIN,SB40TO30PE20ER10
"2930","-587409,98+223826,77",SUP,F,"25","11",JIN,BP40ES30EO10FT10RX10
"2931","-587410,33+229507,38",SUP,F,"75","22",VIN,ES50FT20CR10TA10PU10
"2932","-587410,68+221527,77",SUP,MR,"85","22",VIN,PU60PB10EO20PE10
"2933","-587411,88+243176,23",SUP,MM,"65","20",JIN,SB30TO20PE30ER20
"2934","-587412,21+246823,23",SUP,R,"55","15","50",RZ80PE20
"2935","-587414,49+222563,16",SUP,F,"85","23",VIN,ES40CR30FT20PE10
"2936","-587415,69+218316,22",SUP,F,"95","8","10",ES40PE30FT20EO10
"2937","-587416,62+209081,84",SUP,F,"85","22",VIN,ES60EO20FT10TA10
"2938","-587419,22+242832,12",SUP,F,"95","14","30",PE70ER20SB10
"2939","-587419,81+224273,82",INF,F,"75","9","10",ES50CR20FT20PE10
"2940","-587419,81+224273,82",SUP,F,"25","21",JIN,ES70CR20PE10
"2941","-587419,92+235099,07",SUP,F,"75","21",VIN,CR70ES20FT10
"2942","-587420,88+197760,78",SUP,MF,"65","19",JIN,EO40EA20FT10PB30
"2943","-587422,62+234567,68",SUP,R,"25","4","10",RZ100
"2944","-587425,91+210681,30",SUP,F,"85","23",VIN,ES40EO20CR10FT10PE10TA10
"2945","-587426,53+241254,95",SUP,MF,"65","15",JIN,FO40PE20TO40
"2946","-587428,62+198253,48",SUP,MR,"25","22","70",PB50PR20EO20EA10
