fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"6111","+197134,65+578117,58",SUP,MR,,"3","10",RXFX
"6112","+197134,92+579662,50",SUP,MR,"85","12","50",SB50EB10BP30FN10
"6113","+197136,06+575008,89",SUP,MR,"75","17",VIN,SB40EB20TO10BJ10BP10ES10
"6114","+197140,81+574632,12",SUP,R,"85","15","70",SB90EB10
"6115","+197142,18+569365,59",SUP,R,"85","14","70",SB90EB10
"6116","+197143,87+572495,78",SUP,R,"85","17","90",SB70EB30
"6117","+197144,49+572278,55",SUP,MR,,"2","10",RXRZFX
"6118","+197150,46+566203,28",SUP,R,,"2","10",RXRZ
"6119","+197151,24+583583,36",SUP,MR,"75","7","30",SB60EB10BP20FX10
"6120","+197160,39+585152,64",SUP,MR,"55","14",VIN,SB40EB20BP20FX10PE10
"6121","+197164,78+562796,29",SUP,R,,"3","10",RZRX
"6122","+197164,98+562469,23",SUP,R,"85","8","30",SB80EB10BP10
"6123","+197166,44+570687,50",SUP,R,"75","14","70",SB80EB10BP10
"6124","+197166,51+575499,13",SUP,MF,"85","22","70",PA50BP10SB30RX10
"6125","+197167,53+584991,90",SUP,R,"65","13","90",SB60EB10EN10BP10FX10
"6126","+197167,85+561227,48",SUP,R,"55","13","120",EN60ML20SB10TO10
"6127","+197167,87+564047,90",SUP,R,,"3","10",RXRZ
"6128","+197174,92+571432,28",SUP,R,"65","4","10",RX70RZ30
"6129","+197176,55+582356,89",SUP,MF,"75","14",JIN,BP20PE20EO10ES10SB30EB10
"6130","+197180,69+580917,14",SUP,F,"85","20",VIN,ES50BJ30SB20
"6131","+197185,27+584603,99",SUP,MF,"75","7","30",BP30FN30SB30EB10
"6132","+197185,80+580333,87",SUP,MF,"75","14",JIN,ES30BJ20BP20SB20RX10
"6133","+197191,82+563137,59",SUP,R,"95","9","30",SB70EB20BP10
"6134","+197193,28+583101,75",SUP,MR,"85","12","50",SB60EB10BP20ES10
"6135","+197194,02+576845,20",SUP,MM,"85","9","30",SB30EB20BP40FN10
"6136","+197194,53+584150,03",SUP,R,"85","13","50",SB60EB20BP20
"6137","+197196,06+565657,19",SUP,R,"85","15",VIN,SB50EB30EN20
"6138","+197198,03+558943,16",SUP,R,"65","15",VIN,SB60EB20EN20
"6139","+197198,44+582839,57",SUP,MR,"85","13",JIN,SB50EB10BP20BJ10ES10
"6140","+197198,82+566735,73",SUP,R,"75","7","30",SB80EB20
"6141","+197200,21+583264,90",SUP,MR,"55","18",VIN,SB40EB20BP20ES20
"6142","+197200,51+578924,51",SUP,R,"85","15","70",SB80EB20
"6143","+197204,03+579217,71",SUP,R,"85","17","90",SB80EB10FI10
"6144","+197219,66+571258,30",SUP,R,"75","15",VIN,SB50EB40BP10
"6145","+197221,56+578269,58",SUP,R,"85","16","70",SB90EB10
"6146","+197229,36+565203,89",SUP,R,"75","14","50",SB60EB20EN20
"6147","+197231,68+581336,69",SUP,F,"75","17",VIN,ES60BJ30SE10
"6148","+197232,41+562961,98",SUP,R,"75","13","50",SB60EB20BP20
"6149","+197232,97+576153,79",SUP,MM,"75","9","30",SB30EB20BP20FN20EO10
"6150","+197233,94+567545,53",SUP,MR,"65","9","30",SB70FN30
"6151","+197237,22+566348,98",SUP,R,"85","14","50",SB60EB20BP20
"6152","+197242,29+579426,52",SUP,R,"85","17","90",SB80EB10FI10
"6153","+197249,27+567359,83",SUP,R,"65","12",VIN,SB60EB30EN10
"6154","+197250,93+577714,71",SUP,MR,,"2","10",RXFX
"6155","+197251,72+574294,39",SUP,R,"85","15","70",SB90EB10
"6156","+197252,18+560865,46",SUP,R,"55","5","30",RX100
"6157","+197252,22+559899,49",SUP,R,"95","14","50",SB80EB20
"6158","+197252,53+567864,86",SUP,MM,"55","9","30",SB50BP30FN10PT10
"6159","+197262,08+576249,62",SUP,MR,"65","14",VIN,SB60EB10PE20BP10
"6160","+197263,40+583506,71",SUP,MM,"65","12",JIN,SB40EB10BP30ER10FX10
"6161","+197268,64+567224,27",SUP,R,"45","6","30",RX90FX10
"6162","+197271,54+565980,32",SUP,R,,"2","10",RXRZ
"6163","+197276,50+584455,00",SUP,R,"85","17","90",SB70EB10EN10FX10
"6164","+197279,89+567766,44",SUP,MR,,"3","10",RXFX
"6165","+197280,15+573282,70",SUP,R,"55","5","10",RX70RZ30
"6166","+197281,54+581603,22",SUP,R,"75","12","50",SB60EB20BP10FX10
"6167","+197283,13+563269,59",SUP,R,"65","17","120",SB70EB30
"6168","+197283,20+575983,21",SUP,MR,"55","13",JIN,SB50EB10BP30FX10
"6169","+197284,90+559232,46",SUP,R,"55","5","10",RX100
"6170","+197285,15+569919,21",SUP,R,,"3","10",RXRZ
"6171","+197287,24+576322,24",SUP,MR,,"3","10",RXRZFX
"6172","+197288,00+563764,23",SUP,R,"65","6","10",RZ60RX40
"6173","+197289,83+583200,51",SUP,MF,"65","13",JIN,PE30BP20EO10SB30EB10
"6174","+197290,47+561805,81",SUP,R,"45","14","120",EN70SB30
"6175","+197291,58+581804,31",SUP,MR,"65","13",VIN,SB40EB20BJ10BP10EO10ES10
"6176","+197292,02+571005,21",SUP,R,"75","14","70",SB80EB10BP10
"6177","+197292,62+564370,66",SUP,R,"55","4","10",RX70RZ30
"6178","+197294,77+559970,62",SUP,R,"95","9","30",SB80EB20
"6179","+197294,77+560724,02",SUP,R,"95","10","30",SB70EB30
"6180","+197302,05+560425,08",SUP,R,"95","14",JIN,SB70EB30
"6181","+197304,11+578123,91",SUP,MR,,"3","10",RXFX
"6182","+197305,82+571504,75",SUP,R,"75","16",VIN,SB70EB30
"6183","+197309,02+578580,97",SUP,R,"85","14","90",SB80EB10EN10
"6184","+197310,06+561643,14",SUP,R,"85","8","30",SB80EB10EN10
"6185","+197317,20+572173,30",SUP,R,"85","16","70",SB90EB10
"6186","+197320,29+559434,07",SUP,R,"35","4","10",RX100
"6187","+197322,97+578677,05",SUP,MF,,"2","10",FXFNRX
"6188","+197327,07+565494,81",SUP,R,"85","15",VIN,SB50EB30EN20
"6189","+197327,91+578747,64",SUP,MF,,"2","10",FXFNRX
"6190","+197334,20+568102,97",SUP,MR,"65","9","30",SB60RZ10PT20BP10
"6191","+197334,36+576458,52",SUP,MR,"95","7","30",SB40EB20BP30FN10
"6192","+197335,62+582506,76",SUP,R,"95","11","50",SB70EB20BP10
"6193","+197337,26+559722,65",SUP,R,"35","4","10",RX100
"6194","+197338,80+574494,74",SUP,MM,"75","15",VIN,SB40EB10BJ20BP20ES10
"6195","+197341,57+566428,03",SUP,R,,"2","10",RXRZ
"6196","+197342,63+572926,53",SUP,R,"85","16","70",SB80EB20
"6197","+197343,82+579087,45",SUP,MF,,"2","10",FXFNRX
"6198","+197345,77+564635,18",SUP,R,"85","13","50",SB70EB30
"6199","+197353,33+568381,21",SUP,R,"75","12",VIN,EN60TO30SB10
"6200","+197355,08+564950,41",SUP,R,"65","14","50",SB60EB20EN10BP10
"6201","+197356,51+564059,22",SUP,R,"65","4","10",RX70RZ30
"6202","+197358,13+579814,78",SUP,MM,"75","18",VIN,SB30EB20BJ30ES20
"6203","+197363,43+560985,52",SUP,R,"75","12",JIN,SB60EB40
"6204","+197363,65+566387,15",SUP,R,"55","5","30",RX100
"6205","+197365,52+583026,99",SUP,MR,"75","8",JIN,SB50EB20PE20BP10
"6206","+197369,34+578901,08",SUP,MF,,"2","10",FXFNRX
"6207","+197369,47+575504,33",SUP,MM,"75","15",JIN,SB30EB20BP30BJ10EO10
"6208","+197369,94+579903,12",SUP,MM,"75","18",VIN,SB30EB20BJ30ES20
"6209","+197374,09+566893,54",SUP,R,"75","6","30",RX100
"6210","+197386,73+580293,39",SUP,F,"85","20",VIN,ES50BJ30SB20
"6211","+197388,77+567312,05",SUP,R,"75","11",VIN,EN60ML20SB20
"6212","+197389,75+577424,28",SUP,MR,"65","17","70",SB50EB20BP20PE10
"6213","+197390,48+563421,25",SUP,R,"75","9",VIN,EB30SB30EN20BP20
"6214","+197391,16+559588,42",SUP,R,"75","4","10",RX100
"6215","+197392,17+562337,75",SUP,R,"75","16",VIN,EB60SB30RX10
"6216","+197393,29+582237,72",SUP,R,"65","13",JIN,SB50EB20EN10BP20
"6217","+197396,89+562042,35",SUP,MR,"75","4","10",RX30RZ30FX40
"6218","+197400,74+575129,00",SUP,R,"85","14","70",SB80EB10PB10
"6219","+197407,59+559003,38",SUP,R,,"3","10",RX
"6220","+197413,36+571489,85",SUP,R,"75","4","10",RX50RZ40FX10
"6221","+197418,39+584407,90",SUP,MF,"75","18",VIN,BJ40ES30SB20EB10
"6222","+197421,03+581371,45",SUP,MR,"65","13",VIN,SB50EB20BP20ER10
"6223","+197425,22+575906,04",SUP,MR,"85","12","30",SB40EB10RX10BP20EO10FN10
"6224","+197425,96+574523,95",SUP,MF,"95","9","30",BP40FN20EO10SB20EB10
"6225","+197428,03+580727,95",SUP,MR,"75","16",VIN,SB60BJ20ES20
"6226","+197430,24+567173,98",SUP,R,"65","17","90",SB70EB20EN10
"6227","+197430,87+573624,97",SUP,R,"55","5","10",RX70RZ30
"6228","+197431,22+583631,13",SUP,R,"65","10","50",SB70EN30
"6229","+197431,97+578632,16",SUP,MF,,"2","10",FXFNRX
"6230","+197434,29+577799,96",SUP,MR,,"2","10",RXFX
"6231","+197436,65+582063,92",SUP,MR,"65","14",VIN,SB50EB20ES20BP10
"6232","+197438,53+560280,02",SUP,R,"95","12","50",SB80EB20
"6233","+197440,49+578298,98",SUP,MR,,"3","10",RXFX
"6234","+197447,35+580053,11",SUP,MR,"85","18","90",SB50EB20BJ20ES10
"6235","+197448,10+577881,28",SUP,MR,,"2","10",RXFX
"6236","+197448,84+570221,72",SUP,R,"55","14",VIN,SB60EB30EN10
"6237","+197453,87+569688,43",SUP,R,"95","14","70",SB100
"6238","+197454,19+574896,60",SUP,MM,"75","15",VIN,SB40EB10BJ20BP20ES10
"6239","+197455,80+578465,33",SUP,MR,"85","8","30",SB60EB10BP20FN10
"6240","+197456,57+570389,70",SUP,R,,"2","10",RXRZ
"6241","+197459,01+576880,43",SUP,R,"85","14","50",SB80EB20
"6242","+197459,79+569964,54",SUP,R,"65","15",VIN,SB80EB20
"6243","+197461,74+563946,18",SUP,R,"65","17",VIN,SB80EB20
"6244","+197462,52+572216,10",SUP,R,,"3","10",RXRZ
"6245","+197465,42+572552,84",SUP,R,"75","4","10",RX70RZ30
"6246","+197465,55+575674,63",SUP,R,"75","15",VIN,SB40EB20EN10PB10TO10FX10
"6247","+197468,12+582703,99",SUP,R,"85","15",VIN,SB70EB20BP10
"6248","+197469,74+573177,94",SUP,R,"85","5","10",RX50RZ40FX10
"6249","+197472,29+579417,76",SUP,R,"65","17","120",SB60EB20EN10FX10
"6250","+197473,22+566155,57",SUP,R,"85","15","50",SB70EB30
"6251","+197475,75+561070,85",SUP,R,,"3","10",RX
"6252","+197477,16+578904,86",SUP,R,"65","17",VIN,SB80EB20
"6253","+197477,68+577688,00",SUP,MR,"75","8","30",SB50EB10BP30FX10
"6254","+197481,28+579016,03",SUP,MF,,"2","10",FXFNRX
"6255","+197481,49+560702,61",SUP,R,"95","12","50",SB70EB30
"6256","+197484,64+567808,05",SUP,R,"65","14",VIN,TO80EN10SE10
"6257","+197485,71+582969,84",SUP,MR,"55","14",JIN,SB60EB10BP10FX10PE10
"6258","+197490,35+570632,66",SUP,R,,"3","10",RXRZ
"6259","+197495,47+571422,65",SUP,R,"85","12","70",SB80EB10EN10
"6260","+197495,72+567009,66",SUP,R,"55","5","30",RX100
"6261","+197499,75+568523,69",SUP,R,"45","4","10",RZ80RX20
"6262","+197500,59+576652,76",SUP,R,"85","14","70",SB80EB20
"6263","+197500,96+583301,86",SUP,F,"85","11","30",PE90BP10
"6264","+197501,17+570927,90",SUP,R,"85","14","70",SB90EB10
"6265","+197502,71+561326,50",SUP,R,"85","12","30",SB40EB30EN30
"6266","+197505,36+564467,24",SUP,R,"65","13","50",SB70EB30
"6267","+197509,44+565869,70",SUP,R,"85","13","50",SB70EN20EB10
"6268","+197514,69+571218,88",SUP,R,,"3","10",RXRZ
"6269","+197514,82+585120,90",SUP,R,"75","14",JIN,SB60EB20EN10FX10
"6270","+197518,74+581699,39",SUP,MR,"65","13",JIN,SB40EB10EN10BJ20BP10ES10
"6271","+197523,87+561244,37",SUP,R,"45","6","30",RX100
"6272","+197528,21+568050,55",SUP,R,"75","8","30",SB90EB10
"6273","+197537,17+582313,39",SUP,R,"75","14",JIN,SB70EN20EB10
"6274","+197538,56+584610,09",INF,F,"65","8","30",BP40BJ30EO10ES10SB10
"6275","+197538,56+584610,09",SUP,R,"45","17","120",SB70EB10EN10ES10
"6276","+197539,87+569786,69",SUP,R,"95","14","70",SB100
"6277","+197540,21+566191,07",SUP,R,,"2","10",RXRZ
"6278","+197540,94+578139,40",SUP,MR,,"2","10",RXFX
"6279","+197541,36+580238,64",SUP,MF,"65","15",JIN,BJ30ES30SB30EB10
"6280","+197547,70+562740,94",SUP,R,"75","16",VIN,TO70EB10EN10SB10
"6281","+197553,50+576268,61",SUP,R,"95","13","50",SB70EB20FX10
"6282","+197555,17+583860,39",SUP,MF,,"2","10",FXRX
"6283","+197557,54+571935,37",SUP,R,"95","14","70",SB90EB10
"6284","+197562,11+563699,22",SUP,MR,"85","14","50",SB60EB10BP30
"6285","+197564,30+573721,92",SUP,R,"75","17","90",SB80EB20
"6286","+197564,37+574755,12",SUP,R,"95","13","90",SB90EB10
"6287","+197566,75+581322,04",SUP,MF,"85","8","30",BP40EO10ES10FN10SB20EB10
"6288","+197566,84+583997,74",SUP,MR,"85","16","90",SB50EB10BJ20BP20
"6289","+197569,50+572668,11",SUP,R,"85","17","90",SB70EB30
"6290","+197570,17+566479,67",SUP,R,"85","14","50",SB90EB10
"6291","+197571,21+568709,33",SUP,R,"75","14","70",SB60EN20EB10TO10
"6292","+197574,86+562943,73",SUP,R,"55","16",VIN,TO50EN30EB10SB10
"6293","+197576,43+579052,30",SUP,MF,,"2","10",FXFNRX
"6294","+197587,92+569297,84",SUP,R,,"3","10",RZRX
"6295","+197588,74+561612,26",SUP,R,"85","9","30",SB80EB10EN10
"6296","+197589,16+565315,53",SUP,R,"75","14","50",SB70EB30
"6297","+197589,45+581920,73",SUP,R,"85","12","70",SB60EB20EN10BP10
"6298","+197598,69+577417,18",SUP,R,"85","16","70",SB70EB20BP10
"6299","+197601,32+582344,44",SUP,R,"85","12","50",SB70EB20BP10
"6300","+197601,77+573141,33",SUP,R,"95","8","30",SB70EB20FX10
"6301","+197603,42+580750,59",SUP,MF,"65","15",JIN,BJ30ES30SB30EB10
"6302","+197605,49+577294,43",SUP,R,,"1","10",RZRX
"6303","+197607,12+582842,83",SUP,MR,"75","10","50",SB50EB10BP20FN10PE10
"6304","+197612,25+566621,25",SUP,R,,"2","10",RXRZ
"6305","+197615,99+581601,71",SUP,MM,"75","8","30",SB40EB10BP40FX10
"6306","+197618,06+582051,66",SUP,R,"65","13",JIN,SB50EB20EN10BP20
"6307","+197618,15+562422,82",SUP,R,"85","9","30",SB70EB20EN10
"6308","+197620,32+584125,44",INF,F,"75","8","30",BJ20BP20FN20EO10ES10SB20
"6309","+197620,32+584125,44",SUP,MM,"45","15","90",SB40EB10BJ30BP10ES10
"6310","+197622,47+566425,65",SUP,R,,"2","10",RXRZ
"6311","+197628,54+575988,17",SUP,R,"65","15",JIN,SB60EB20EN10FI10
"6312","+197637,45+573644,42",SUP,R,"85","5","10",RX50RZ40FX10
"6313","+197638,08+583713,91",SUP,R,"65","17","90",SB80EB20
"6314","+197638,58+570172,89",SUP,R,,"3","10",RXRZ
"6315","+197640,88+560575,23",SUP,R,"85","8","30",SB90EB10
"6316","+197641,18+571612,06",SUP,R,"75","15","70",SB80EB10BP10
"6317","+197642,78+583313,40",SUP,R,"75","15","70",SB80EB10PE10
"6318","+197644,43+569933,02",SUP,R,,"3","10",RXRZ
"6319","+197649,09+560874,34",SUP,R,"85","9","30",SB60EB30BP10
"6320","+197649,55+577190,93",SUP,R,,"1","10",RZRX
"6321","+197650,86+564088,81",SUP,R,"75","14","50",SB60EB40
"6322","+197661,14+567885,98",SUP,R,,"3","10",RZRX
"6323","+197664,74+559294,79",SUP,R,"55","13","120",EN50TO30ML10SB10
"6324","+197665,40+560154,03",SUP,R,"85","14",JIN,SB50EB40EN10
"6325","+197668,56+584321,77",SUP,R,"85","14","70",SB60EB20EN10FX10
"6326","+197675,29+566783,61",SUP,R,,"2","10",RXRZ
"6327","+197677,24+585035,03",SUP,MR,"75","16","90",SB50EB20BJ10BP10EO10
"6328","+197679,29+580192,30",SUP,F,"75","15",VIN,ES50BJ40SB10
"6329","+197681,93+563162,21",SUP,R,"75","13","50",SB80EB20
"6330","+197683,78+579550,20",SUP,MF,"55","15",JIN,ES40BJ30SB30
"6331","+197690,99+568251,80",SUP,MR,"55","10","30",SB50EB10BP30PT10
"6332","+197694,57+580934,86",SUP,MR,"65","15","70",SB50EB20BP20FX10
"6333","+197695,72+566839,94",SUP,R,,"2","10",RXRZ
"6334","+197697,16+576672,00",SUP,MR,"55","7","10",SB40RZ30BP20FN10
"6335","+197699,70+566877,06",SUP,R,,"2","10",RXRZ
"6336","+197703,20+566216,38",SUP,R,,"2","10",RXRZ
"6337","+197704,53+561868,20",SUP,R,"85","14",VIN,SB60EB20EN20
"6338","+197707,82+578523,14",SUP,R,"55","18","90",SB50EB20EN10PE20
"6339","+197709,35+561160,32",SUP,R,"85","8","30",SB70EB30
"6340","+197710,13+565367,79",SUP,R,"85","12","50",SB90EB10
"6341","+197711,34+567257,91",SUP,R,"85","7","30",SB80EB20
"6342","+197711,49+582204,18",SUP,R,"75","14",JIN,SB70EN20EB10
"6343","+197712,72+558916,89",SUP,R,"65","14","120",EN70SB30
"6344","+197712,94+578283,89",SUP,MR,,"3","10",RXFX
"6345","+197718,05+572473,91",SUP,R,"75","4","10",RX70RZ30
"6346","+197718,23+576957,32",SUP,R,,"1","10",RZRX
"6347","+197719,04+572080,49",SUP,MR,,"3","10",RXRZFX
"6348","+197722,41+575245,53",SUP,R,"85","17","90",SB80EB20
"6349","+197723,21+570351,37",SUP,R,"55","14",VIN,SB60EB30EN10
"6350","+197725,91+572943,84",SUP,R,"75","15","70",SB80EB20
"6351","+197727,78+559648,93",SUP,R,"65","13","120",EN90RX10
"6352","+197729,79+578196,97",SUP,MR,,"3","10",RXFX
"6353","+197733,17+567589,36",SUP,R,"65","12",VIN,ML40EN30TO20SE10
"6354","+197736,16+566684,49",SUP,R,,"2","10",RXRZ
"6355","+197736,74+574717,49",SUP,MF,"95","9","30",BP40FN20EO10SB20EB10
"6356","+197736,76+579849,86",SUP,MF,"65","13",JIN,BJ20ES20BP10EO10SB30RX10
"6357","+197738,83+575131,59",SUP,MF,"75","17",VIN,BJ40BP10EO10SB30EB10
"6358","+197745,76+581718,20",SUP,R,"65","14",JIN,SB70EB10BP20
"6359","+197747,21+577798,24",SUP,MR,,"2","10",RXFX
"6360","+197747,26+582762,30",SUP,MR,,"3","10",RXFX
"6361","+197747,67+577957,39",SUP,MR,,"3","10",RXFX
"6362","+197752,68+583077,19",SUP,R,"85","12","70",SB70EB20BP10
"6363","+197755,74+578821,75",SUP,MF,,"2","10",FXFNRX
"6364","+197758,53+563838,59",SUP,R,"75","15","50",SB70EB30
"6365","+197762,54+581970,00",SUP,R,"85","14","50",SB70EB10BP20
"6366","+197765,87+582309,57",SUP,R,"85","12","50",SB70EB20BP10
"6367","+197766,58+581339,09",SUP,R,"65","11",JIN,SB60EB20EN10BP10
"6368","+197767,60+566324,66",SUP,R,,"2","10",RXRZ
"6369","+197767,79+564892,01",SUP,R,"75","15","50",SB60EB40
"6370","+197768,02+571210,97",SUP,R,"65","14","70",SB70EB30
"6371","+197769,19+569667,11",SUP,R,"95","15","70",SB60EB20BP20
"6372","+197775,94+573644,54",SUP,R,"85","17","90",SB70EB20EN10
"6373","+197778,89+584839,10",SUP,F,"75","10","30",BP40BJ20EO10ES10FN10SE10
"6374","+197785,83+571857,92",SUP,R,"75","15","70",SB80EB10BP10
"6375","+197787,49+566228,55",SUP,R,,"2","10",RXRZ
"6376","+197787,52+583543,47",SUP,R,"95","12","50",SB70EB20FX10
"6377","+197787,73+563550,12",SUP,R,"65","5","10",RZ60RX40
"6378","+197788,67+578106,33",SUP,R,"55","19","90",SB80EB20
"6379","+197790,35+570924,01",SUP,R,"65","4","10",RX60RZ40
"6380","+197793,47+568404,57",SUP,R,"75","8","30",SB90EB10
"6381","+197801,31+564547,87",SUP,R,"75","6","10",RX70RZ30
"6382","+197802,41+584451,32",SUP,F,"85","7","30",BP50FN20EO10EB10SB10
"6383","+197807,56+564049,83",SUP,R,"45","5","10",RX60RZ40
"6384","+197815,11+575917,50",SUP,R,"85","11",JIN,SB60EB20BP20
"6385","+197820,46+582541,49",SUP,R,,"1","10",RZ
"6386","+197824,75+570833,44",SUP,R,"65","16","90",SB60EB40
"6387","+197831,89+584672,76",SUP,MM,"45","13",JIN,SB40EB10BJ20ES20BP10
"6388","+197831,98+585067,12",SUP,MF,"75","16",VIN,BJ40BP10ER10SB30EB10
"6389","+197833,29+566441,58",SUP,MF,"85","13","50",BP60SB30EB10
"6390","+197833,58+581704,33",SUP,R,"95","14","50",SB80EB20
"6391","+197842,70+578651,14",SUP,R,"45","12","90",EN70SB20TO10
"6392","+197845,43+584014,08",SUP,MR,"85","8","30",SB60EB10BP20FX10
"6393","+197855,98+572392,06",SUP,R,"95","15","70",SB90EB10
"6394","+197858,59+562859,55",SUP,R,"75","15","50",SB90EB10
"6395","+197861,30+559803,74",SUP,R,"95","8","30",SB90EN10
"6396","+197862,82+565499,51",SUP,R,"75","12","50",SB90EB10
"6397","+197871,64+579158,65",SUP,MM,"55","14",VIN,SB40EB10BJ20ES20BP10
"6398","+197871,92+564804,42",SUP,R,"85","13","50",SB70EB30
"6399","+197873,81+581016,73",SUP,MR,"55","7","30",SB50EB10BP20ER10FN10
"6400","+197876,77+572223,26",SUP,R,"95","15","70",SB90EB10
"6401","+197880,05+581410,60",SUP,MR,"75","12",JIN,SB50EB20BP20FX10
"6402","+197881,33+558881,45",SUP,R,"75","5","10",RX60RZ40
"6403","+197883,47+564250,89",SUP,R,"75","6","10",RX70RZ30
"6404","+197883,70+575573,59",SUP,MF,"85","8","30",BP40FN10FX10SB30EB10
"6405","+197886,36+569437,59",SUP,R,"65","4","10",RZ70RX30
"6406","+197886,38+566462,40",SUP,R,,"2","10",RXRZ
"6407","+197887,47+571004,91",SUP,R,"75","14","70",SB80EB20
"6408","+197890,82+567092,46",SUP,R,"65","5","30",RX100
"6409","+197891,54+585379,97",SUP,MF,"75","14",JIN,BP40ES10PE10SB30EB10
"6410","+197893,47+572680,61",SUP,R,"75","15","70",SB80EB20
"6411","+197894,65+577424,82",SUP,MR,"55","15","50",SB50EB10BP30FX10
"6412","+197895,16+565133,69",SUP,R,"55","13",VIN,EN50ML20EB10SB10TO10
"6413","+197895,40+576584,75",SUP,R,"75","15","50",SB70EB20PE10
"6414","+197906,28+560613,32",SUP,R,"85","13","50",SB70EB30
"6415","+197912,19+579530,14",SUP,MM,"85","9","30",SB40EB10BP20FN20FX10
"6416","+197914,12+566496,80",SUP,R,,"2","10",RXRZ
"6417","+197918,00+569655,77",SUP,R,"95","15","70",SB80EB20
"6418","+197923,46+561828,51",SUP,R,"35","4","10",RX100
"6419","+197924,13+567686,83",SUP,R,"65","12",VIN,TO70EN20RX10
"6420","+197926,88+576186,01",SUP,MR,"65","6","10",RX40RZ30FX30
"6421","+197928,13+580228,53",SUP,MR,"75","13",VIN,SB50EB20BJ20BP10
"6422","+197931,94+566398,41",SUP,R,,"2","10",RXRZ
"6423","+197935,69+580468,94",SUP,MR,"55","12",VIN,SB40EB20BP20BJ10ER10
"6424","+197945,15+584132,95",SUP,R,"55","17","90",SB70EB20FX10
"6425","+197945,39+576398,78",SUP,MR,"85","8","30",SB50EB20BP20FN10
"6426","+197949,43+581639,15",SUP,R,"95","14","50",SB80EB20
"6427","+197955,01+582779,17",SUP,R,"75","13",VIN,SB60EB20BP20
"6428","+197956,71+577677,92",SUP,MR,"85","8","30",SB50EB10BP30FN10
"6429","+197957,01+582524,79",SUP,R,,"1","10",RZ
"6430","+197959,02+560465,77",SUP,R,"75","14",VIN,EB30SB30TO30EN10
"6431","+197962,52+566898,14",SUP,R,"85","7","30",SB80EB20
"6432","+197967,19+577850,76",SUP,R,"55","19","90",SB60EB20PE20
"6433","+197969,28+562231,01",SUP,R,"55","14","120",EN80SB20
"6434","+197971,70+572174,29",SUP,R,"95","15","70",SB90EB10
"6435","+197972,97+566011,98",SUP,R,"65","13","50",SB80EB10EN10
"6436","+197973,31+560241,74",SUP,R,"65","5","10",RX100
"6437","+197976,13+571984,57",SUP,R,,"3","10",RXRZ
"6438","+197977,16+563356,79",SUP,MR,"95","8","30",SB60EB10BP30
"6439","+197977,47+560886,69",SUP,R,"85","9","30",SB90EB10
"6440","+197978,02+562491,44",SUP,R,"65","13",VIN,EN60SB20TO20
"6441","+197978,30+583319,83",SUP,R,"85","15",JIN,SB60EB20EN10FI10
"6442","+197981,56+570042,94",SUP,R,,"3","10",RXRZ
"6443","+197983,28+584935,69",SUP,MF,"55","12",JIN,BP40BJ10EO10ES10SB20EB10
"6444","+197983,97+568137,13",SUP,R,"85","9","30",SB90EB10
"6445","+197984,09+569627,83",SUP,R,"95","15","70",SB60EB20BP20
"6446","+197985,75+566407,44",SUP,R,,"2","10",RXRZ
"6447","+197990,55+558879,56",SUP,R,"55","4","10",RZ80RX20
"6448","+197994,36+582961,53",SUP,MR,,"3","10",RXFX
"6449","+197994,89+562057,85",SUP,R,"65","9",VIN,EN50SB50
"6450","+198003,09+566645,52",SUP,R,,"1","10",RZRX
"6451","+198009,37+574704,99",SUP,R,"55","16","90",SB80EB20
"6452","+198010,51+581037,71",SUP,MR,"75","12",JIN,SB50EB20BP20FX10
"6453","+198011,49+582017,33",SUP,R,"95","14","50",SB80EB20
"6454","+198012,46+571868,10",SUP,R,,"3","10",RXRZ
"6455","+198015,27+577109,55",SUP,R,"45","4","10",RX50RZ30FX20
"6456","+198015,33+579482,10",SUP,R,"75","12",JIN,SB60EB10EN10BP10FX10
"6457","+198020,46+559471,75",SUP,R,"65","9","120",EN80ML20
"6458","+198032,64+567233,00",SUP,R,"75","12",VIN,EN50ML40RX10
"6459","+198040,71+582881,91",SUP,MR,,"3","10",RXFX
"6460","+198045,40+566296,95",SUP,R,,"1","10",RZRX
"6461","+198045,43+580101,70",SUP,MR,"75","16","70",SB50EB10BP30FX10
"6462","+198049,71+559786,17",SUP,R,"85","13",VIN,EN40TO40ML20
"6463","+198051,99+578494,47",SUP,R,"65","16","90",EN50SB50
"6464","+198061,79+583784,38",SUP,MR,"65","15",VIN,SB50EB20BJ20FX10
"6465","+198062,49+583441,86",SUP,R,"45","15","90",SB70EB20PE10
"6466","+198064,79+576006,95",SUP,R,"85","13","50",SB80EB20
"6467","+198069,10+575259,70",SUP,MR,"85","14",JIN,SB40EB20BP20EO10FN10
"6468","+198070,85+560076,94",SUP,R,,"3","10",RX
"6469","+198073,02+572940,46",SUP,MR,,"2","10",RZRXFX
"6470","+198073,82+558794,28",SUP,R,"85","6","10",RX60RZ40
"6471","+198075,67+571245,20",SUP,R,"75","14","70",SB80EB20
"6472","+198076,54+570690,80",SUP,R,,"3","10",RXRZ
"6473","+198085,33+563530,73",SUP,R,"95","8","30",SB70EB20BP10
"6474","+198087,34+561762,74",SUP,R,"85","9","30",SB70EB30
"6475","+198087,77+575548,89",SUP,MR,"85","9","30",SB50EB20BP20FN10
"6476","+198088,02+579869,88",SUP,R,"85","14","50",SB70EB10BP20
