fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"1017","+109132,70+444107,88",SUP,R,"45","5","10",RZ90FX10
"1018","+109136,14+439665,07",SUP,F,"75","20",JIN,ES40BJ30FI10EB10SB10
"1019","+109137,45+443614,50",SUP,R,"75","8","30",EN100
"1020","+109150,67+439105,58",SUP,MF,"65","16",VIN,BP20EO20BJ10PE10EB20SB20
"1021","+109153,60+442515,00",SUP,R,"85","18","30",EB80SB20
"1022","+109166,95+442377,19",SUP,R,"85","18","30",EB80SB20
"1023","+109168,58+443050,40",SUP,R,"75","21","50",EB100
"1024","+109173,51+446012,45",SUP,F,"75","20",VIN,EO50ES30BJ10BP10
"1025","+109186,90+444438,53",SUP,F,"85","20",VIN,ES70EO20FX10
"1026","+109197,47+443220,34",SUP,R,"65","16","50",EB100
"1027","+109202,98+445434,54",SUP,F,"95","22",VIN,ES70BJ30
"1028","+109203,79+441047,74",SUP,F,"95","20","90",ES90BJ10
"1029","+109214,13+441440,35",SUP,F,"95","20",VIN,ES80BJ20
"1030","+109217,75+443402,59",SUP,R,"65","16","50",EB100
"1031","+109219,34+444001,60",SUP,R,"75","13","30",EN90RX10
"1032","+109220,68+438443,83",SUP,F,"75","25","90",PE90FX10
"1033","+109224,27+442244,26",SUP,R,"85","16","30",EB100
"1034","+109225,52+442340,63",SUP,R,"85","16","30",EB100
"1035","+109231,36+442432,09",SUP,R,"85","18","30",EB80SB20
"1036","+109234,47+440557,83",SUP,F,"85","19","90",BP50EO30PE10SE10
"1037","+109234,75+439793,04",SUP,MR,"75","20",VIN,EB40SB30BJ10ER10FI10
"1038","+109241,37+437475,84",SUP,F,"75","17","90",PE30BP20EO20ES10EB10SB10
"1039","+109242,23+443805,85",SUP,R,"75","8","30",EN100
"1040","+109244,45+442040,26",SUP,F,"85","20",VIN,ES40BJ30EO20SE10
"1041","+109252,93+442586,87",SUP,F,"75","20",VIN,ES60BJ10EO10FI10SE10
"1042","+109284,77+442717,90",SUP,R,"75","23","50",EB70SB10PE20
"1043","+109293,91+441221,08",SUP,F,"95","20",VIN,ES80BJ20
"1044","+109293,95+444213,88",SUP,R,"85","17","30",EB100
"1045","+109305,29+444150,23",SUP,R,"85","17","30",EB100
"1046","+109321,21+443266,60",SUP,R,"65","16","50",EB100
"1047","+109327,51+444051,11",SUP,R,"75","13","30",EN90RX10
"1048","+109338,93+440058,50",SUP,F,"75","20","90",PE50EO20BP10EB10SB10
"1049","+109339,14+441679,78",SUP,F,"75","21",VIN,ES90BJ10
"1050","+109343,21+443826,49",SUP,R,"75","16","30",EB80SB10FI10
"1051","+109345,56+442413,90",SUP,R,"85","18","30",EB80SB20
"1052","+109359,83+440945,30",SUP,F,"75","20",VIN,BJ30ES30EO10FI10EB10SB10
"1053","+109360,35+438352,78",SUP,F,"75","25","90",PE90ES10
"1054","+109367,81+445158,91",SUP,F,"75","20",VIN,ES50BJ40SE10
"1055","+109370,84+440646,85",SUP,R,"75","20","90",EB70SB20FX10
"1056","+109379,26+437913,43",SUP,F,"75","25","90",PE100
"1057","+109386,50+443998,23",SUP,R,"75","18","30",RZ90SE10
"1058","+109386,52+442799,99",SUP,R,"65","13","30",EB50SB40FX10
"1059","+109395,91+439454,70",SUP,F,"65","12",JIN,PE40BP20EO20SB20
"1060","+109397,24+441217,92",SUP,F,"75","20",VIN,BJ30ES30EO10FI10EB10SB10
"1061","+109414,65+442277,26",SUP,MR,"65","5","30",RX60FX40
"1062","+109418,10+445832,25",SUP,F,"95","21",VIN,ES90BJ10
"1063","+109424,82+437189,04",SUP,MM,"75","19","90",EB20TO20SB10EO20PE20BP10
"1064","+109428,30+444311,17",SUP,R,"85","17","30",EB100
"1065","+109432,81+443580,87",SUP,R,"75","16","30",EB80SB10FI10
"1066","+109434,06+445584,62",SUP,F,"75","21",VIN,ES40BJ30EO10EB10SB10
"1067","+109443,83+443864,20",SUP,R,"75","16","30",EB80SB10FI10
"1068","+109466,48+441911,62",SUP,F,"85","21",VIN,ES90BJ10
"1069","+109468,44+443261,64",SUP,R,"65","16","50",EB100
"1070","+109492,39+440225,92",SUP,R,"75","12","30",EB60SB40
"1071","+109493,79+440773,16",SUP,F,"85","20","90",ES80FI10SE10
"1072","+109500,79+441243,74",SUP,F,"75","20",VIN,ES40BJ30EO20SE10
"1073","+109514,44+443168,67",SUP,R,"65","17","30",EB100
"1074","+109514,62+439358,01",SUP,MR,"65","18",VIN,SB40EB30BP20PE10
"1075","+109516,86+441709,83",SUP,MF,"85","15","30",EO30PE20BP10RZ20SB20
"1076","+109518,36+443822,39",SUP,R,"75","16","30",EB80SB10FI10
"1077","+109526,66+440442,63",SUP,F,"95","19","90",ES100
"1078","+109527,61+439199,97",SUP,F,"55","25","90",PE90FX10
"1079","+109538,68+443112,01",SUP,R,"65","17","30",EB100
"1080","+109544,75+444873,82",SUP,F,"95","21",VIN,ES100
"1081","+109551,26+441418,52",SUP,F,"75","20",VIN,ES40BJ30EO20SE10
"1082","+109556,22+443744,51",SUP,R,"75","16","30",EB80SB10FI10
"1083","+109560,14+442861,90",SUP,F,"85","21",VIN,ES80BJ10SE10
"1084","+109585,71+441136,37",SUP,F,"95","20",JIN,ES90BJ10
"1085","+109594,70+440019,83",SUP,F,"55","18",JIN,ES50EO40FI10
"1086","+109599,94+438439,10",SUP,F,"85","16","50",ES60PE20BP10SE10
"1087","+109611,62+444318,01",SUP,R,"85","17","30",EB100
"1088","+109613,93+438816,65",SUP,F,"85","21","90",PE30BJ20BP20EO10EB10SB10
"1089","+109632,21+442990,92",SUP,R,"65","17","30",EB100
"1090","+109634,33+436918,50",SUP,R,"75","20","90",SB60EB20EO10FI10
"1091","+109652,43+437611,61",SUP,F,"65","15",JIN,ES60EO30FI10
"1092","+109659,34+444158,54",SUP,R,"85","17","30",EB100
"1093","+109660,50+441063,50",SUP,F,"95","20",JIN,ES90BJ10
"1094","+109699,86+438043,18",SUP,F,"65","15",JIN,PE40BP30EO10EB10SB10
"1095","+109703,94+440819,03",SUP,F,"75","20","90",ES60EO20BJ10FI10
"1096","+109708,77+441816,60",SUP,F,"75","21",VIN,ES60BJ30SE10
"1097","+109715,86+443026,87",SUP,R,"65","17","30",EB100
"1098","+109717,63+439449,07",INF,MR,"65","17","70",SB60EB10BP20ER10
"1099","+109717,63+439449,07",SUP,F,"45","24","90",PE100
"1100","+109732,27+439876,69",SUP,F,"75","18","90",ES60EO30FX10
"1101","+109745,18+439090,96",SUP,F,"55","17","70",EO90FI10
"1102","+109755,58+445292,46",SUP,F,"85","21",VIN,ES90BJ10
"1103","+109759,58+446015,69",SUP,F,"65","17",JIN,ES50EO30BJ10SE10
"1104","+109776,47+442142,01",SUP,F,"75","21",VIN,ES60BJ30SE10
"1105","+109784,34+444546,51",SUP,R,"75","10","30",EB80SB10FI10
"1106","+109784,98+439738,36",SUP,MF,"65","16",JIN,EO30PE20BP10SB30EB10
"1107","+109786,57+437109,90",SUP,MF,"65","18",VIN,BP20EO20PE20SB30EB10
"1108","+109787,90+440452,42",SUP,F,"45","16",JIN,ES40EO20BP10PE10EB10SB10
"1109","+109788,05+444118,25",SUP,MF,"75","18","70",PE40BP20ER10SB20EB10
"1110","+109805,19+445167,67",SUP,F,"95","21",VIN,ES100
"1111","+109811,61+437874,35",SUP,F,"85","11","30",PE50EO20BP10FN10SE10
"1112","+109822,59+443918,43",SUP,R,"75","18","30",EB100
"1113","+109853,47+440751,61",SUP,F,"85","16","90",ES70EO20FI10
"1114","+109853,55+441364,69",SUP,F,"85","20",JIN,ES90BJ10
"1115","+109885,58+442571,39",SUP,MR,"45","6","10",RX60FX40
"1116","+109892,00+441807,98",SUP,R,"85","15","30",EV90SB10
"1117","+109894,81+445712,55",SUP,F,"85","21",VIN,ES90BJ10
"1118","+109895,69+439056,30",SUP,R,"45","18","30",EB100
"1119","+109912,77+444412,41",SUP,F,"85","18","70",EO60BP20PE10SB10
"1120","+109923,31+444725,91",SUP,F,"75","21",VIN,EO30ES30BJ10BP10EB10SB10
"1121","+109932,80+445152,51",SUP,F,"85","20",VIN,ES50BJ20EO20SE10
"1122","+109933,10+442914,29",SUP,R,"45","18",VIN,EB40TO30SB20FI10
"1123","+109934,89+445362,20",SUP,F,"85","20",VIN,ES50BJ20EO20SE10
"1124","+109936,42+438491,39",SUP,R,"75","16","30",EB100
"1125","+109938,95+438241,56",SUP,F,"85","16","30",PE70FX10SB20
"1126","+109945,72+442399,43",SUP,F,"75","20",JIN,ES50BJ20FI10EB10RX10
"1127","+109982,27+439476,08",SUP,R,"65","18","30",EB100
"1128","+109983,29+437214,24",SUP,R,"75","16","90",SB40EB20EN20TO10FI10
"1129","+109986,52+440094,20",SUP,F,"45","16",JIN,ES40EO20BP10PE10EB10SB10
"1130","+109997,10+442240,06",SUP,F,"95","21",JIN,ES90BJ10
"1131","+109998,83+441910,76",SUP,F,"85","5","10",FX80FN10RX10
"1132","+109998,97+438182,69",SUP,R,"85","15","30",EB100
"1133","+110002,33+438896,24",SUP,R,"45","18","30",EB100
"1134","+110003,92+440902,76",SUP,F,"85","6","10",FX90RX10
"1135","+110022,34+438733,47",SUP,R,"45","18","30",EB100
"1136","+110023,23+442266,23",SUP,F,"95","21",JIN,ES90BJ10
"1137","+110032,04+437752,76",SUP,F,"85","19","90",ES70BP10PE10SE10
"1138","+110035,25+439243,25",SUP,R,"55","16",JIN,EB90RX10
"1139","+110042,90+438559,95",SUP,R,"75","16","30",EB100
"1140","+110047,36+439136,54",SUP,R,"55","16",JIN,EB90RX10
"1141","+110060,73+440715,84",SUP,F,"85","17","90",ES50EO20PE20SE10
"1142","+110062,57+439491,82",SUP,R,"65","18","30",EB100
"1143","+110063,01+440853,49",SUP,MR,"75","17","50",SB40EB20PE30BP10
"1144","+110066,16+438199,88",SUP,R,"85","15","30",EB100
"1145","+110068,52+439432,41",SUP,R,"65","18","30",EB100
"1146","+110068,61+443192,62",SUP,F,"65","19","70",ES40PE30BP10EO10SE10
"1147","+110069,55+445106,04",SUP,F,"85","20",VIN,ES50BJ20EO20SE10
"1148","+110070,14+439261,19",SUP,R,"55","16",JIN,EB90RX10
"1149","+110076,03+441204,54",SUP,F,"95","20",JIN,ES100
"1150","+110078,98+444505,55",SUP,F,"95","13","30",PE70BP20EO10
"1151","+110087,01+438089,11",SUP,R,"85","15","30",EB100
"1152","+110101,70+442459,87",SUP,F,"95","21",JIN,ES90BJ10
"1153","+110114,93+440424,61",SUP,F,"95","14","30",PE50BP30EO10FN10
"1154","+110134,47+440203,05",SUP,R,"65","16",JIN,EB50SB30EO10FI10
"1155","+110135,02+439362,53",SUP,R,"55","16",JIN,EB90RX10
"1156","+110137,89+446083,13",SUP,F,"75","20",VIN,ES40BJ30EO10EB10SB10
"1157","+110149,15+438025,58",SUP,F,"75","18","90",ES50EO20BP10PE10SE10
"1158","+110151,75+439754,80",SUP,F,"95","10","10",PE100
"1159","+110155,73+445374,35",SUP,F,"95","20",VIN,ES90BJ10
"1160","+110158,19+444147,01",SUP,F,"95","13","30",PE40BP20EO20FN10RX10
"1161","+110161,12+440783,05",SUP,F,"85","6","10",FX90FN10
"1162","+110161,81+445732,70",SUP,F,"85","19",JIN,ES80FX10SE10
"1163","+110163,93+445543,67",SUP,MF,"75","21",VIN,BJ40EO20ES10EB10SB10TO10
"1164","+110176,90+437753,88",SUP,F,"95","6","30",FX100
"1165","+110178,91+437584,74",SUP,F,"65","27","90",PE90ER10
"1166","+110188,24+443026,36",SUP,R,"75","15","30",EB100
"1167","+110198,96+442637,44",SUP,F,"65","17",JIN,ES50BJ30EO20
"1168","+110200,78+442840,26",SUP,F,"65","12",JIN,PE40EO30BP10SB20
"1169","+110202,87+438651,44",SUP,R,"65","16","30",EB90RX10
"1170","+110209,18+442063,95",SUP,R,"65","19","70",EB80SB10FI10
"1171","+110219,55+437096,25",SUP,MF,"65","21",VIN,PE30EO20BP10ES10SB20EB10
"1172","+110221,18+438423,57",SUP,R,"75","9","30",EN90RX10
"1173","+110229,14+444639,64",SUP,F,"95","10","30",EO30PE30BP20FN10SB10
"1174","+110235,44+442142,71",SUP,F,"95","18","50",ES90FI10
"1175","+110239,38+445127,42",SUP,F,"95","20",VIN,ES90BJ10
"1176","+110243,60+445627,85",SUP,MF,"75","21",VIN,BJ40EO20ES10EB10SB10TO10
"1177","+110248,86+438953,82",SUP,R,"65","16","30",EB90RX10
"1178","+110261,11+437358,01",SUP,F,"75","24","90",PE70BP10ER10SE10
"1179","+110272,53+441891,25",SUP,MF,"65","6","10",FX70RX30
"1180","+110279,84+442979,40",SUP,R,"75","15","30",EB100
"1181","+110284,06+439284,09",SUP,R,"75","9","30",EN90RX10
"1182","+110288,58+442232,75",SUP,F,"85","7","30",BP30PE30EO20FN10SE10
"1183","+110298,60+445540,33",SUP,F,"85","20",VIN,ES70BJ20EO10
"1184","+110328,33+438282,66",SUP,MR,"75","5","10",RX70FX30
"1185","+110328,48+439504,11",SUP,F,"75","8","10",PE40BP20EO10FN10SB20
"1186","+110334,30+438445,55",SUP,R,"75","9","30",EN90RX10
"1187","+110355,03+439973,65",SUP,R,"75","18","50",EB100
"1188","+110358,54+442706,73",SUP,R,"85","15","50",EB80SB10FI10
"1189","+110360,40+438602,46",SUP,F,"75","18","90",ES50EO20BP10PE10SE10
"1190","+110364,98+436765,04",SUP,MF,"65","17","90",BP30PE30ER10EB20SB10
"1191","+110366,69+443143,20",SUP,R,"85","15","30",EB100
"1192","+110367,44+440189,85",SUP,R,"75","14","30",EV80EB20
"1193","+110372,14+438044,76",SUP,F,"95","19","90",ES90FX10
"1194","+110373,55+440473,05",SUP,R,"75","16","30",EB80SB20
"1195","+110387,72+438836,38",SUP,R,"75","9","30",EN90RX10
"1196","+110388,44+440595,02",SUP,F,"85","6","10",FX70FN10RX20
"1197","+110414,50+439056,12",SUP,R,"75","9","30",EN90RX10
"1198","+110416,93+442000,52",SUP,R,"65","17","30",EB100
"1199","+110417,55+443348,40",SUP,R,"75","15","30",EB100
"1200","+110418,23+445822,32",SUP,F,"85","19",JIN,ES80FX10SE10
"1201","+110426,24+445489,76",SUP,MF,"75","21",VIN,BJ40EO20ES10EB10SB10TO10
"1202","+110433,76+438768,47",SUP,R,"75","9","30",EN90RX10
"1203","+110446,75+442891,29",SUP,R,"75","15","30",EB100
"1204","+110466,27+445063,01",SUP,F,"85","6","30",FX90RX10
"1205","+110474,50+444373,00",SUP,F,"85","21",VIN,ES90BJ10
"1206","+110484,68+443751,84",SUP,F,"95","9","30",PE40BP20EO20SB20
"1207","+110484,95+442278,49",SUP,F,"75","17","70",ES30PE30BP10EO10EB10SB10
"1208","+110486,37+445341,62",SUP,MF,"75","21",VIN,BJ40EO20ES10EB10SB10TO10
"1209","+110500,40+444736,64",SUP,MR,"75","21",VIN,EB20SB20TO20BJ30EO10
"1210","+110501,36+439490,91",SUP,F,"75","8","10",PE40BP20EO10FN10SB20
"1211","+110551,46+445814,14",SUP,F,"85","20",VIN,ES70BJ20EO10
"1212","+110556,38+440499,34",SUP,R,"75","17","50",EB70SB20FI10
"1213","+110559,91+440261,12",SUP,R,"85","14","30",EV100
"1214","+110560,16+441809,19",SUP,R,"65","17","50",EB90SB10
"1215","+110565,47+445496,51",SUP,F,"85","20",VIN,ES40BJ30EO10SE10TO10
"1216","+110589,35+442810,64",SUP,R,"75","15","30",EB100
"1217","+110593,69+437260,95",SUP,F,"85","9","10",PE60BP10EO10FN10SB10
"1218","+110604,18+439770,18",SUP,R,"75","18","50",EB100
"1219","+110612,13+444266,01",SUP,F,"65","20",VIN,BJ30ES30EO20EB10SB10
"1220","+110631,36+438078,53",SUP,F,"65","21","90",PE30BP20EO20ES10EB10SB10
"1221","+110649,16+442666,56",SUP,R,"65","15","50",EB70SB30
"1222","+110652,91+439975,86",SUP,R,"75","14","30",EV80EB20
"1223","+110656,02+442969,50",SUP,R,,"1","10",RZ
"1224","+110656,79+446190,08",SUP,MF,"75","21",VIN,BJ30ES30EO10SB20EB10
"1225","+110686,79+444711,27",SUP,F,"85","21",VIN,ES50BJ30EO20
"1226","+110689,90+437100,64",SUP,F,"45","19",JIN,EO40PE20BJ10BP10RX10SB10
"1227","+110701,33+440118,52",SUP,R,"75","14","30",EV80EB20
"1228","+110724,84+442726,00",SUP,R,"65","15","50",EB70SB30
"1229","+110729,21+441945,66",SUP,F,"65","5","10",FX90RX10
"1230","+110731,57+443561,19",SUP,F,"95","21",VIN,ES90BJ10
"1231","+110739,72+442212,62",SUP,F,"85","9","30",BP30PE30EO10FN10EB10SB10
"1232","+110741,10+442876,82",SUP,R,"65","15","50",EB70SB30
"1233","+110745,98+439852,07",SUP,R,"75","14","30",EV80EB20
"1234","+110749,95+442390,93",SUP,R,"75","21","70",EB80SB20
"1235","+110751,74+439202,58",SUP,F,"45","8","30",PE50BP30FN10SE10
"1236","+110768,52+441679,49",INF,R,"65","17","50",EB90SB10
"1237","+110768,52+441679,49",SUP,F,"35","22","50",PE100
"1238","+110769,05+445932,91",SUP,MF,"75","21",VIN,BJ30ES30EO10SB20EB10
"1239","+110774,26+444016,21",SUP,F,"85","21",VIN,ES80BJ20
"1240","+110774,29+439783,66",SUP,R,"75","14","30",EV80EB20
"1241","+110795,69+445798,54",SUP,F,"85","20",VIN,ES40BJ30EO10SE10TO10
"1242","+110798,62+441522,53",SUP,R,"35","6","30",RX80FX20
"1243","+110801,18+437370,14",SUP,F,"85","19","90",ES50PE20BP10EO10SE10
"1244","+110803,17+445188,41",SUP,R,"65","23",VIN,EB40SB20TO20FI10FX10
"1245","+110820,50+439951,20",SUP,R,"75","14","30",EV80EB20
"1246","+110834,49+440108,85",SUP,R,"85","14","30",EV100
"1247","+110854,36+444881,32",SUP,F,"85","21",VIN,ES50BJ30EO20
"1248","+110858,01+443064,35",SUP,R,"45","15",JIN,EB70RX10BP10PE10
"1249","+110866,16+437586,11",SUP,F,"95","19","90",ES90FI10
"1250","+110871,16+439703,33",SUP,R,"65","15","30",EB80RX10FX10
"1251","+110872,25+445511,98",SUP,MM,"75","20","70",TO30EB10SB10BJ20BP20EO10
"1252","+110877,19+439432,47",SUP,MF,"85","18","70",BP30PE20ER10EB30SB10
"1253","+110878,69+439810,64",SUP,R,"65","15","30",EB80RX10FX10
"1254","+110880,34+444981,81",SUP,F,"85","21",VIN,ES50BJ30EO20
"1255","+110884,00+437750,11",SUP,F,"75","21","90",PE50BP20EO10EB10SB10
"1256","+110891,29+442875,69",SUP,MR,,"3","10",RXFX
"1257","+110891,87+445180,10",SUP,F,"65","17","70",BJ30EO30ES10FI10RX10SB10
"1258","+110892,71+444530,43",SUP,F,"65","20",VIN,BJ30ES30EO20EB10SB10
"1259","+110894,82+438518,20",SUP,F,"85","19","90",ES90FX10
"1260","+110895,73+443246,49",SUP,F,"65","18",VIN,ES40BJ20EO20EB10SB10
"1261","+110901,58+439949,41",SUP,R,"65","15","30",EB80RX10FX10
"1262","+110901,64+444755,66",SUP,F,"85","21",VIN,ES50BJ30EO20
"1263","+110902,80+439050,45",SUP,R,"35","5","10",RZ90FX10
"1264","+110904,59+439913,61",SUP,R,"65","15","30",EB80RX10FX10
"1265","+110943,69+441779,30",SUP,R,"85","16","50",EB100
"1266","+110954,25+437872,86",SUP,MR,"65","15",VIN,SB50EB20BJ10EO10FI10
"1267","+110960,31+436918,75",SUP,F,"65","16",VIN,EO40BP30PE20SE10
"1268","+110982,00+441514,99",SUP,R,"75","17","50",EB90SB10
"1269","+110984,41+437511,14",SUP,F,"85","19",JIN,BJ50ES30FI10SE10
"1270","+110995,67+439095,15",SUP,R,"45","13","30",EB100
"1271","+110998,79+445281,32",SUP,F,"65","17","70",BJ30EO30ES10FI10RX10SB10
"1272","+111003,64+438331,48",INF,F,"25","10","30",PE90EO10
"1273","+111003,64+438331,48",SUP,F,"45","16","70",ES80EO10FI10
"1274","+111015,22+436432,32",SUP,MR,"75","18",JIN,EB30SB30BP20EO10PE10
"1275","+111043,92+438064,15",SUP,F,"95","19","90",ES50BP20PE20EO10
"1276","+111062,06+443858,33",SUP,MF,"75","21",VIN,EO40BJ20ES10SB20EB10
"1277","+111062,53+445839,84",SUP,F,"85","19","70",BP40EO30PE20SE10
"1278","+111065,50+437198,13",SUP,MR,"75","21","90",SB30TO20EB10BP30ER10
"1279","+111067,52+439293,96",SUP,R,"75","19","70",EB60SB20PE20
"1280","+111068,13+445334,92",SUP,F,"95","20",VIN,ES90BJ10
"1281","+111089,97+442031,30",SUP,MF,"75","11",JIN,BP30PE20EO10FN10EB20RX10
"1282","+111098,42+437323,43",SUP,R,"65","19",VIN,TO60EB10SB10EO10FI10
"1283","+111114,17+442353,21",SUP,F,"75","18",JIN,ES60EO20EB10SB10
"1284","+111114,20+439553,60",SUP,R,"75","13","30",EB100
"1285","+111116,93+440133,08",SUP,R,"85","17","30",EV90RX10
"1286","+111123,55+442671,15",SUP,F,"75","18",JIN,ES60EO20FI10EB10
"1287","+111132,05+438838,11",SUP,F,"75","26","90",PE70ER10EB10SB10
"1288","+111144,13+440260,17",SUP,R,"85","17","30",EV90RX10
"1289","+111154,77+439886,58",SUP,R,"75","19","50",EB100
"1290","+111159,33+441176,69",SUP,R,"65","7","10",EN80SE10FI10
"1291","+111169,86+440178,95",SUP,R,"85","17","30",EV90RX10
"1292","+111176,18+442240,61",SUP,MR,"75","19",VIN,SB40EB20EO20BP10PE10
"1293","+111178,03+445729,02",SUP,F,"95","8","10",PE50BP30EO10FN10
"1294","+111179,08+442789,54",SUP,MR,"75","15","30",EB50SB20PE20EO10
"1295","+111180,17+444715,36",SUP,R,"75","18",VIN,TO60EB10SB10BJ10EO10
"1296","+111184,15+441325,83",SUP,MF,"45","10","30",BP30PE20FN10EB30SB10
"1297","+111196,48+443559,35",SUP,R,"75","19",VIN,EB50SB30TO10FX10
"1298","+111206,94+437630,00",SUP,F,"55","21",VIN,EO30BJ20PE20BP10ES10SE10
"1299","+111211,50+444143,13",SUP,MR,"75","21",VIN,EB20SB20TO20BJ30EO10
"1300","+111225,26+445564,12",SUP,F,"95","20",VIN,ES90BJ10
"1301","+111225,32+440002,10",SUP,F,"65","19","30",PE70FX10EB10SB10
"1302","+111228,95+440105,10",SUP,R,"65","14","30",EB50EV40SB10
"1303","+111241,41+445293,64",SUP,MF,"85","20",VIN,BJ40EO20ES10TO20SE10
"1304","+111241,89+441450,35",SUP,R,"45","17","30",EB100
"1305","+111251,22+437007,48",SUP,F,"85","6","30",FX90FN10
"1306","+111254,92+439313,21",SUP,MF,"85","20","90",EO30PE30BP10SB20EB10
"1307","+111254,99+439570,63",SUP,R,"75","20","90",EB50SB30BP10PE10
"1308","+111261,27+438096,47",SUP,F,"85","18","90",PE40BP20ES20EO10SE10
"1309","+111261,44+440144,95",SUP,R,"65","14","30",EB50EV40SB10
"1310","+111278,56+442919,34",SUP,MF,"65","19",JIN,BJ30EO20ES10SB30EB10
"1311","+111291,50+436719,65",SUP,F,"75","15",JIN,EO30ES30PE20BP10SE10
"1312","+111320,17+441959,94",SUP,R,"75","14","30",EB80SB20
"1313","+111321,89+436339,20",SUP,MF,"75","19","90",PE40EO20BP10EB20SB10
"1314","+111323,05+444389,19",SUP,F,"85","20",VIN,BJ40EO30FI10SE10TO10
"1315","+111324,25+442192,20",SUP,R,"65","10","30",SB60EB20EO10FI10
"1316","+111332,66+436514,99",SUP,F,"75","24","90",PE80BP10ER10
"1317","+111343,01+443474,95",SUP,MF,"85","20",VIN,BP30BJ20EO20EB20SB10
"1318","+111345,44+440074,90",SUP,R,"65","14","30",EB50EV40SB10
"1319","+111366,94+442043,42",SUP,MF,"75","6","10",FX60FN10RX30
"1320","+111371,50+441381,32",SUP,R,"85","16","50",EB100
"1321","+111379,71+439701,13",SUP,MF,"75","22","90",PE60BP10SB20EB10
"1322","+111409,82+440023,15",SUP,R,"65","14","30",EB50EV40SB10
"1323","+111412,92+444230,41",SUP,F,"55","19",VIN,BP40EO30PE10EB10SB10
"1324","+111413,90+439089,86",SUP,MF,"55","17",VIN,ES30BP20PE20SB20EB10
"1325","+111427,76+441499,17",SUP,R,"85","16","50",EB100
"1326","+111430,25+444673,79",SUP,F,"55","19",VIN,BP40EO30PE10EB10SB10
"1327","+111455,90+445729,79",SUP,F,"55","18",VIN,EO40ES20BJ10FI10SE10TO10
"1328","+111456,02+445953,74",SUP,MR,"65","17",VIN,TO30EB20SB20BJ20FI10
"1329","+111457,65+438708,55",SUP,R,"75","19","90",EB60SB30FI10
"1330","+111459,17+445160,70",SUP,MR,"85","21",VIN,TO40EB20SB10BJ10EO10FI10
"1331","+111461,66+439825,54",SUP,F,"45","16",JIN,EO40ES40EB10SB10
"1332","+111465,82+443805,01",SUP,F,"65","18",JIN,EO50BP20ES20SE10
"1333","+111473,42+442255,18",SUP,MF,"85","21",VIN,ES40BJ10EO10FI10SB20EB10
"1334","+111475,72+437997,42",SUP,F,"85","23","90",PE80FX10SE10
"1335","+111481,66+444729,44",SUP,MF,"85","20",VIN,BP20PE20EO10ES10SB30EB10
"1336","+111497,18+444573,78",SUP,F,"55","19",VIN,BP40EO30PE10EB10SB10
"1337","+111519,03+439420,44",SUP,MF,"75","22","90",PE60BP10SB20EB10
"1338","+111522,60+444975,37",SUP,MM,"75","20",VIN,TO30EB10SB10BP20EO20PE10
"1339","+111524,21+439606,03",SUP,R,"75","19","90",EB40SB40ER10FI10
"1340","+111534,41+439511,13",SUP,R,"75","19","90",EB40SB40ER10FI10
"1341","+111535,57+441245,41",SUP,R,"85","14","30",EB100
"1342","+111536,28+444690,05",SUP,MF,"85","20",VIN,BP20PE20EO10ES10SB30EB10
"1343","+111538,84+441533,09",SUP,R,"85","16","50",EB100
"1344","+111539,29+443205,51",SUP,F,"65","18",JIN,ES50EO40BJ10
"1345","+111542,42+439924,47",SUP,R,"35","19",VIN,SB50EB40FI10
"1346","+111553,03+442476,22",SUP,R,"65","19",VIN,SB70EB30
"1347","+111562,76+442073,44",SUP,MR,,"2","10",RZRXFX
"1348","+111565,17+436316,97",SUP,F,"75","7","30",PE60BP10EO10EB10SB10
"1349","+111566,43+441834,81",SUP,MR,"65","19","70",SB50EB10BP20EO10PE10
"1350","+111617,36+442250,45",SUP,MR,,"3","10",RZRXFX
"1351","+111634,38+437389,46",SUP,F,"75","23","90",PE60BP20EO10SE10
"1352","+111637,39+442386,44",SUP,R,"75","5","10",RZ70RX10FX20
"1353","+111643,01+443732,56",SUP,F,"75","19",JIN,ES80EO10FI10
"1354","+111644,38+444740,53",SUP,MF,"85","20",VIN,BP20PE20EO10ES10SB30EB10
"1355","+111645,80+441324,76",SUP,R,"45","10",JIN,EB90FI10
"1356","+111649,13+437037,99",SUP,F,"85","19","90",ES100
"1357","+111650,75+439566,28",SUP,R,"75","19","90",EB40SB40ER10FI10
"1358","+111656,55+437965,39",SUP,F,"95","6","30",FX90FN10
"1359","+111671,04+438629,88",SUP,F,"75","24","90",PE60EO20BP10SE10
"1360","+111673,18+439703,17",SUP,R,"65","5","10",RX80FX20
"1361","+111677,39+436610,91",SUP,F,"85","12","30",PE80FX10SE10
"1362","+111681,63+445236,11",SUP,MF,"85","20",VIN,BP20PE20EO10ES10SB30EB10
"1363","+111682,00+445667,48",SUP,MM,"75","20",VIN,TO30EB10SB10EO30BJ10FI10
"1364","+111697,88+436028,25",SUP,F,"85","21","90",BP60PE30EO10
"1365","+111727,02+437793,48",SUP,F,"85","19","90",ES80EO10FI10
"1366","+111727,04+444526,15",SUP,F,"95","20",VIN,ES100
"1367","+111744,49+442152,66",SUP,MR,"75","16",JIN,SB50EB10EO20BP10PE10
"1368","+111745,68+435662,09",SUP,MR,"75","15",VIN,SB30EB10PB10PR10EO20BP10PE10
